distance_miles,latitude,longitude,elevation_m
88.0,50.44620537432947,11.392317310512682,660.9660261019466
89.0,50.45024243094983,11.410645333049006,690.7843789333587
89.99999999999999,50.440917661114256,11.427266983274528,725.2414857014734
91.0,50.44107543731258,11.446582960967534,723.21125374843
92.0,50.43866800291208,11.467423022727,706.2983451715593
93.0,50.42991734072231,11.478193905905925,692.9833669195901
94.0,50.43432874973726,11.498153057859122,693.3220597508446
94.99999999999999,50.426449870373375,11.51539805817655,725.0
96.0,50.42076141498793,11.534081201611906,686.5039000805176
97.00000000000001,50.42118144231555,11.555542960944765,681.207853514312
98.0,50.41761690797613,11.577054644923356,693.8857196879424
99.0,50.414812658587174,11.595250012945892,673.0006472945928
100.0,50.40617837733879,11.602137319995892,650.919004912954
101.0,50.40505757989117,11.621987721135977,617.5337900464654
102.00000000000001,50.403592070698586,11.643697533472494,597.4858185608618
103.0,50.406740751485096,11.663709908476742,593.3252079133117
104.0,50.40445385352425,11.683853638892566,531.3310605860008
105.0,50.40123318358559,11.699891418147834,415.9621468098376
